      97    0,581211148126E-01   0,00000000000       0,00000000000    
      98    0,539544481459E-01   0,00000000000       0,00000000000    
      99    0,497877814792E-01   0,00000000000       0,00000000000    
     100    0,456211148125E-01   0,00000000000       0,00000000000    
     101    0,414544481459E-01   0,00000000000       0,00000000000    
     102    0,372877814792E-01   0,00000000000       0,00000000000    
     103    0,331211148125E-01   0,00000000000       0,00000000000    
     104    0,289544481459E-01   0,00000000000       0,00000000000    
     105    0,247877814792E-01   0,00000000000       0,00000000000    
     106    0,206211148125E-01   0,00000000000       0,00000000000    
     107    0,164544481459E-01   0,00000000000       0,00000000000    
     108    0,122877814792E-01   0,00000000000       0,00000000000    
     109    0,812626032047E-02   0,00000000000       0,00000000000    true
     110    0,406313016024E-02   0,00000000000       0,00000000000    true
     111    0,318306626060E-01  0,483673733582E-01   0,00000000000    
     112    0,295258617264E-01  0,486910648132E-01   0,00000000000    
     113    0,905178750566E-01  0,442751626716E-01   0,00000000000    
     114    0,891616272026E-01  0,426803306094E-01   0,00000000000    
     115    0,878070907795E-01  0,413389022862E-01   0,00000000000    
     116    0,862495272516E-01  0,400545568792E-01   0,00000000000    
     117    0,843100400982E-01  0,389555509050E-01   0,00000000000    
     118    0,745108832630E-01  0,387151382753E-01   0,00000000000    
     119    0,706734196390E-01  0,418538459754E-01   0,00000000000    
     120    0,668053854588E-01  0,463571048787E-01   0,00000000000    
     121    0,615098449476E-01  0,442452694433E-01   0,00000000000    
     122    0,585828399967E-01  0,417920204306E-01   0,00000000000    
     123    0,538218434906E-01  0,379824070853E-01   0,00000000000    
     124    0,444227985043E-01  0,398016746249E-01   0,00000000000    
     125    0,427971604966E-01  0,409360773683E-01   0,00000000000    
     126    0,412683803700E-01  0,422504232226E-01   0,00000000000    
     127    0,398440698655E-01  0,438260802299E-01   0,00000000000    
     128    0,384785431520E-01  0,457395188932E-01   0,00000000000    
     129    0,463249273204E-01  0,388445309111E-01   0,00000000000    
     130    0,348939223610E-01  0,466993251588E-01   0,00000000000    
     131    0,919037018602E-01  0,462302732910E-01   0,00000000000    
     132    0,786663171824E-01  0,372874633823E-01   0,00000000000    
     133    0,485811676321E-01  0,381781058231E-01   0,00000000000    
     134    0,818530497771E-01  0,380912668477E-01   0,00000000000    
     135    0,914037493149E-01  0,420189714212E-01   0,00000000000    
     136    0,896840943421E-01  0,409115097986E-01   0,00000000000    
     137    0,884599540408E-01  0,392812124346E-01   0,00000000000    
     138    0,443402953435E-01  0,375634481236E-01   0,00000000000    
     139    0,426115887446E-01  0,389252151886E-01   0,00000000000    
     140    0,408468322967E-01  0,402110826311E-01   0,00000000000    
     141    0,390356377944E-01  0,417344011358E-01   0,00000000000    
     142    0,512278999210E-01  0,379703067431E-01   0,00000000000    
     143    0,300641915487E-01  0,448138501775E-01   0,00000000000    
     144    0,932138499596E-01  0,441973683632E-01   0,00000000000    
     145    0,864330769563E-01  0,376905778917E-01   0,00000000000    
     146    0,840041014410E-01  0,364283431736E-01   0,00000000000    
     147    0,371685579329E-01  0,436655358609E-01   0,00000000000    
     148    0,912955652897E-01  0,391477601350E-01   0,00000000000    
     149    0,466307055193E-01  0,365266793414E-01   0,00000000000    
     150    0,386558464036E-01  0,392935484520E-01   0,00000000000    
     151    0,493460987821E-01  0,358142714714E-01   0,00000000000    
     152    0,811445447571E-01  0,353928532242E-01   0,00000000000    
     153    0,442261803570E-01  0,350103016267E-01   0,00000000000    
     154    0,421073430477E-01  0,364958330298E-01   0,00000000000    
     155    0,406305380455E-01  0,382488878201E-01   0,00000000000    
     156    0,363612589892E-01  0,412169286328E-01   0,00000000000    
     157    0,520492503384E-01  0,354885577304E-01   0,00000000000    
     158    0,864157786658E-01  0,348566253741E-01   0,00000000000    
     159    0,389680143981E-01  0,363036644328E-01   0,00000000000    
     160    0,944876908139E-01  0,472639124793E-01   0,00000000000    
     161    0,940361635085E-01  0,412486521450E-01   0,00000000000    
     162    0,891590602405E-01  0,365671785839E-01   0,00000000000    
     163    0,835411571139E-01  0,334886571011E-01   0,00000000000    
     164    0,469923238855E-01  0,339154295964E-01   0,00000000000    
     165    0,358738379324E-01  0,383226309216E-01   0,00000000000    
     166    0,500347249002E-01  0,330250316821E-01   0,00000000000    
     167    0,861304236225E-01  0,316701405536E-01   0,00000000000    
     168    0,414641968627E-01  0,339716826958E-01   0,00000000000    
     169    0,966773299900E-01  0,440061140046E-01   0,00000000000    
     170    0,941719312281E-01  0,382773309479E-01   0,00000000000    
     171    0,343480214523E-01  0,434239397105E-01   0,00000000000    
     172    0,803733493249E-01  0,324401235615E-01   0,00000000000    
     173    0,783938474239E-01  0,346064282110E-01   0,00000000000    
     174    0,442194957829E-01  0,322752859203E-01   0,00000000000    
     175    0,330516442505E-01  0,408900545029E-01   0,00000000000    
     176    0,532803668830E-01  0,326923301493E-01   0,00000000000    
     177    0,892344943660E-01  0,334440563557E-01   0,00000000000    
     178    0,828614315808E-01  0,302192001405E-01   0,00000000000    
     179    0,354177289229E-01  0,350513852568E-01   0,00000000000    
     180    0,973304490956E-01  0,399105892913E-01   0,00000000000    
     181    0,760991728049E-01  0,355375055999E-01   0,00000000000    
     182    0,473620424306E-01  0,308733979104E-01   0,00000000000    
     183    0,323457074358E-01  0,374730426871E-01   0,00000000000    
     184    0,545845680533E-01  0,354469992513E-01   0,00000000000    
     185    0,510561565846E-01  0,294408798490E-01   0,00000000000    
     186    0,890825661848E-01  0,299113786512E-01   0,00000000000    
     187    0,857297811868E-01  0,282110542503E-01   0,00000000000    
     188    0,411119853090E-01  0,308859438186E-01   0,00000000000    
     189    0,383225227938E-01  0,328718078053E-01   0,00000000000    
     190    0,792743599403E-01  0,292232805427E-01   0,00000000000    
     191    0,763103126203E-01  0,322232548308E-01   0,00000000000    
     192    0,441862497295E-01  0,290301947338E-01   0,00000000000    
     193    0,290305919968E-01  0,403108749707E-01   0,00000000000    
     194    0,566459393068E-01  0,331362765394E-01   0,00000000000    
     195    0,549825172173E-01  0,297281655336E-01   0,00000000000    
     196    0,925186502289E-01  0,319043275555E-01   0,00000000000    
     197    0,348541158300E-01  0,315855890372E-01   0,00000000000    
     198    0,318041134126E-01  0,339831749643E-01   0,00000000000    
     199    0,727329642135E-01  0,347351861593E-01   0,00000000000    
     200    0,474985821168E-01  0,273088633249E-01   0,00000000000    
     201    0,570598609815E-01  0,379694464621E-01   0,00000000000    
     202    0,535219742908E-01  0,269575617626E-01   0,00000000000    
     203    0,925285154650E-01  0,283060417387E-01   0,00000000000    
     204    0,409289984084E-01  0,273986827296E-01   0,00000000000    
     205    0,378782833931E-01  0,294409084425E-01   0,00000000000    
     206    0,441666843347E-01  0,254186146818E-01   0,00000000000    
     207    0,586553752594E-01  0,296962210817E-01   0,00000000000    
     208    0,311299391410E-01  0,302581871825E-01   0,00000000000    
     209    0,614281435079E-01  0,391231493180E-01   0,00000000000    
     210    0,407406178956E-01  0,236668542503E-01   0,00000000000    
     211    0,585754571843E-02  0,314643616680E-02   0,00000000000    
     212    0,991142052451E-02  0,352575961830E-02   0,00000000000    
     213    0,142251822645E-01  0,368910594212E-02   0,00000000000    
     214    0,184982311122E-01  0,371402356492E-02   0,00000000000    
     215    0,227043101583E-01  0,373326800892E-02   0,00000000000    
     216    0,268968931094E-01  0,373167693129E-02   0,00000000000    
     217    0,310560284321E-01  0,373312489364E-02   0,00000000000    
     218    0,351819054815E-01  0,380780312682E-02   0,00000000000    
     219    0,393538207974E-01  0,386582206031E-02   0,00000000000    
     220    0,435535333021E-01  0,386226144266E-02   0,00000000000    
     221    0,477200782857E-01  0,377739800577E-02   0,00000000000    
     222    0,518686072678E-01  0,377366903253E-02   0,00000000000    
     223    0,560041058055E-01  0,382229823283E-02   0,00000000000    
     224    0,601847864977E-01  0,383146685658E-02   0,00000000000    
     225    0,643483120954E-01  0,386734590548E-02   0,00000000000    
     226    0,685231330756E-01  0,388912465588E-02   0,00000000000    
     227    0,726909467854E-01  0,390495676666E-02   0,00000000000    
     228    0,769033660642E-01  0,396414701030E-02   0,00000000000    
     229    0,811528487559E-01  0,408286318908E-02   0,00000000000    
     230    0,855830855470E-01  0,415881964360E-02   0,00000000000    
     231    0,900974164273E-01  0,390462768747E-02   0,00000000000    
     232    0,941452092938E-01  0,323499767991E-02   0,00000000000    
     233    0,968690662333E-01  0,582978952682E-02   0,00000000000    
     234    0,964250869205E-01  0,991725258316E-02   0,00000000000    
     235    0,962197781093E-01  0,142515904199E-01   0,00000000000    
     236    0,961778832579E-01  0,184468884033E-01   0,00000000000    
     237    0,961790789905E-01  0,225488452832E-01   0,00000000000    
     238    0,961156410680E-01  0,266150171265E-01   0,00000000000    
     239    0,961940072262E-01  0,307014847294E-01   0,00000000000    
     240    0,159309875185E-01  0,319460327908E-01   0,00000000000    
     241    0,160635094054E-01  0,360426246752E-01   0,00000000000    
     242    0,160455215720E-01  0,401578254006E-01   0,00000000000    
     243    0,165107748578E-01  0,441167845519E-01   0,00000000000    
     244    0,138708336884E-01  0,467443429612E-01   0,00000000000    
     245    0,969907247158E-02  0,464624789042E-01   0,00000000000    
     246    0,571632332753E-02  0,468555274138E-01   0,00000000000    
     247    0,310152433214E-02  0,442119546394E-01   0,00000000000    
     248    0,373455526840E-02  0,400963996712E-01   0,00000000000    
     249    0,386602876849E-02  0,356288851874E-01   0,00000000000    
     250    0,378728231169E-02  0,314868287800E-01   0,00000000000    
     251    0,390656363357E-02  0,273627047433E-01   0,00000000000    
     252    0,395050315601E-02  0,233258968246E-01   0,00000000000    
     253    0,401652526526E-02  0,190219596658E-01   0,00000000000    
     254    0,411031792829E-02  0,144509942220E-01   0,00000000000    
     255    0,386098067309E-02  0,991030348099E-02   0,00000000000    
     256    0,318824478643E-02  0,575759856452E-02   0,00000000000    
     257    0,921004872539E-01  0,357546874161E-01   0,00000000000    
     258    0,960969909927E-01  0,353249657520E-01   0,00000000000    
     259    0,821617483323E-01  0,267267192929E-01   0,00000000000    
     260    0,784165707362E-01  0,254082434253E-01   0,00000000000    
     261    0,287220087456E-01  0,364068161643E-01   0,00000000000    
     262    0,889629922748E-01  0,262853059526E-01   0,00000000000    
     263    0,694609706919E-01  0,376106141853E-01   0,00000000000    
     264    0,566305280086E-01  0,265659901994E-01   0,00000000000    
     265    0,343846492586E-01  0,280439832966E-01   0,00000000000    
     266    0,475436596404E-01  0,235678682777E-01   0,00000000000    
     267    0,608232363310E-01  0,339393726053E-01   0,00000000000    
     268    0,603465520490E-01  0,260578181821E-01   0,00000000000    
     269    0,375470388472E-01  0,259416707312E-01   0,00000000000    
     270    0,305048878744E-01  0,263192356893E-01   0,00000000000    
     271    0,283551804000E-01  0,331240294582E-01   0,00000000000    
     272    0,441581783150E-01  0,215379040267E-01   0,00000000000    
     273    0,930085086346E-01  0,725153271259E-02   0,00000000000    
     274    0,161252185368E-01  0,273064511543E-01   0,00000000000    
     275    0,119269945982E-01  0,423308261668E-01   0,00000000000    
     276    0,657714797637E-01  0,408508384585E-01   0,00000000000    
     277    0,853544570895E-01  0,244674177203E-01   0,00000000000    
     278    0,815307762520E-01  0,228110484633E-01   0,00000000000    
     279    0,752924054593E-01  0,281682899972E-01   0,00000000000    
     280    0,717867473570E-01  0,309133630831E-01   0,00000000000    
     281    0,683848212978E-01  0,335155230340E-01   0,00000000000    
     282    0,541875625821E-01  0,239348092020E-01   0,00000000000    
     283    0,924840393503E-01  0,244202759269E-01   0,00000000000    
     284    0,507897491372E-01  0,255129940297E-01   0,00000000000    
     285    0,624174009539E-01  0,290949970685E-01   0,00000000000    
     286    0,579790979318E-01  0,230586446105E-01   0,00000000000    
     287    0,342508103459E-01  0,246977656951E-01   0,00000000000    
     288    0,406037980039E-01  0,194535892740E-01   0,00000000000    
     289    0,719679083943E-02  0,693296519032E-02   0,00000000000    
     290    0,117434587313E-01  0,750001286270E-02   0,00000000000    
     291    0,162734362905E-01  0,762981650582E-02   0,00000000000    
     292    0,206410239914E-01  0,758313212624E-02   0,00000000000    
     293    0,249032988279E-01  0,758437119772E-02   0,00000000000    
     294    0,290306197905E-01  0,749029507109E-02   0,00000000000    
     295    0,330914698973E-01  0,757242761329E-02   0,00000000000    
     296    0,371804406974E-01  0,782030042513E-02   0,00000000000    
     297    0,414871131122E-01  0,792908135511E-02   0,00000000000    
     298    0,457032719126E-01  0,769089611710E-02   0,00000000000    
     299    0,498323902860E-01  0,750534861487E-02   0,00000000000    
     300    0,538710486337E-01  0,764278724609E-02   0,00000000000    
     301    0,579740539392E-01  0,772652046624E-02   0,00000000000    
     302    0,622036139048E-01  0,776324561368E-02   0,00000000000    
     303    0,664214610658E-01  0,781062162604E-02   0,00000000000    
     304    0,705890141880E-01  0,782467811643E-02   0,00000000000    
     305    0,748250995294E-01  0,779726126304E-02   0,00000000000    
     306    0,790243967044E-01  0,805520922123E-02   0,00000000000    
     307    0,833306812616E-01  0,831900325934E-02   0,00000000000    
     308    0,882617368879E-01  0,878241608872E-02   0,00000000000    
     309    0,924763392167E-01  0,117058930210E-01   0,00000000000    
     310    0,923653737184E-01  0,161917856195E-01   0,00000000000    
     311    0,924316829242E-01  0,203654194867E-01   0,00000000000    
     312    0,209325885122E-01  0,255893596432E-01   0,00000000000    
     313    0,112468722304E-01  0,296048222894E-01   0,00000000000    
     314    0,119189519969E-01  0,345000371205E-01   0,00000000000    
     315    0,128755780101E-01  0,382427918720E-01   0,00000000000    
     316    0,710023041267E-02  0,430233054654E-01   0,00000000000    
     317    0,842291247817E-02  0,381826459968E-01   0,00000000000    
     318    0,774371166461E-02  0,333843513007E-01   0,00000000000    
     319    0,690398413830E-02  0,295532632327E-01   0,00000000000    
     320    0,783549085125E-02  0,259276090503E-01   0,00000000000    
     321    0,801072212435E-02  0,215516361010E-01   0,00000000000    
     322    0,811533985397E-02  0,169285349643E-01   0,00000000000    
     323    0,870767493349E-02  0,118388613118E-01   0,00000000000    
     324    0,774862345906E-01  0,210990834151E-01   0,00000000000    
     325    0,743612045866E-01  0,241333418867E-01   0,00000000000    
     326    0,888120654077E-01  0,223559345509E-01   0,00000000000    
     327    0,510965681420E-01  0,218519087706E-01   0,00000000000    
     328    0,475521957967E-01  0,197769248326E-01   0,00000000000    
     329    0,647375327962E-01  0,323493374073E-01   0,00000000000    
     330    0,644270752292E-01  0,258742691455E-01   0,00000000000    
     331    0,621669128525E-01  0,226715747968E-01   0,00000000000    
     332    0,318221971803E-01  0,212052360855E-01   0,00000000000    
     333    0,443189325348E-01  0,172839426231E-01   0,00000000000    
     334    0,369017939132E-01  0,219475427278E-01   0,00000000000    
     335    0,166013132419E-01  0,222564423811E-01   0,00000000000    
     336    0,120395497180E-01  0,244420498212E-01   0,00000000000    
     337    0,850277375479E-01  0,203547722939E-01   0,00000000000    
     338    0,810004991983E-01  0,181834415186E-01   0,00000000000    
     339    0,714516503463E-01  0,270124972394E-01   0,00000000000    
     340    0,549402242617E-01  0,197387068742E-01   0,00000000000    
     341    0,673108428248E-01  0,291886694353E-01   0,00000000000    
     342    0,597665278459E-01  0,192885838551E-01   0,00000000000    
     343    0,262312938432E-01  0,237415782326E-01   0,00000000000    
     344    0,409634795025E-01  0,155339917401E-01   0,00000000000    
     345    0,364463012065E-01  0,167201403310E-01   0,00000000000    
     346    0,139901178726E-01  0,117028009389E-01   0,00000000000    
     347    0,185426037710E-01  0,115898236000E-01   0,00000000000    
     348    0,228629161712E-01  0,114237401566E-01   0,00000000000    
     349    0,272606514609E-01  0,115646744906E-01   0,00000000000    
     350    0,309753770153E-01  0,107554953001E-01   0,00000000000    
     351    0,348540681611E-01  0,118334532286E-01   0,00000000000    
     352    0,391329139890E-01  0,120028440490E-01   0,00000000000    
     353    0,439986979747E-01  0,123323640365E-01   0,00000000000    
     354    0,479775472423E-01  0,107988910268E-01   0,00000000000    
     355    0,518032128380E-01  0,113891044654E-01   0,00000000000    
     356    0,557439216658E-01  0,116397826646E-01   0,00000000000    
     357    0,599585796773E-01  0,116419329052E-01   0,00000000000    
     358    0,642794548296E-01  0,116724744636E-01   0,00000000000    
     359    0,686310006567E-01  0,117649839123E-01   0,00000000000    
     360    0,728581219952E-01  0,119021945473E-01   0,00000000000    
     361    0,768084068976E-01  0,113513539467E-01   0,00000000000    
     362    0,809057685734E-01  0,128630191997E-01   0,00000000000    
     363    0,851721657596E-01  0,119698759302E-01   0,00000000000    
     364    0,885775510297E-01  0,138407807022E-01   0,00000000000    
     365    0,886407492721E-01  0,182057657717E-01   0,00000000000    
     366    0,217634913201E-01  0,199470987573E-01   0,00000000000    
     367    0,121726956048E-01  0,196856344522E-01   0,00000000000    
     368    0,119367186358E-01  0,154464175237E-01   0,00000000000    
     369    0,762061300150E-01  0,158829232465E-01   0,00000000000    
     370    0,730515217057E-01  0,199064511316E-01   0,00000000000    
     371    0,703159770648E-01  0,230991985420E-01   0,00000000000    
     372    0,510954624109E-01  0,183546759182E-01   0,00000000000    
     373    0,485773065385E-01  0,150348780260E-01   0,00000000000    
     374    0,679706717935E-01  0,255606990692E-01   0,00000000000    
     375    0,664203073544E-01  0,226056799357E-01   0,00000000000    
     376    0,642115559924E-01  0,191710193298E-01   0,00000000000    
     377    0,270963521566E-01  0,191146395204E-01   0,00000000000    
     378    0,165337518875E-01  0,165285829667E-01   0,00000000000    
     379    0,847850910455E-01  0,160441604008E-01   0,00000000000    
     380    0,575927444985E-01  0,155484330737E-01   0,00000000000    
     381    0,648184015111E-01  0,362061803600E-01   0,00000000000    
     382    0,620105472442E-01  0,154917018533E-01   0,00000000000    
     383    0,306017837201E-01  0,152940176998E-01   0,00000000000    
     384    0,209531515738E-01  0,149749024615E-01   0,00000000000    
     385    0,250629947190E-01  0,153852668270E-01   0,00000000000    
     386    0,532950969719E-01  0,153082432794E-01   0,00000000000    
     387    0,664515264287E-01  0,155623608709E-01   0,00000000000    
     388    0,712392834512E-01  0,158081345537E-01   0,00000000000    
     389    0,686405066023E-01  0,193765219889E-01   0,00000000000    
     390    0,263001255209E-02  0,259571803045E-02   0,00000000000    
     391    0,257619556398E-02  0,474008703786E-01   0,00000000000    
     392    0,974725871094E-01  0,474413792647E-01   0,00000000000    
     393    0,973902290734E-01  0,262558347339E-02   0,00000000000    
     394    0,172636956772E-01  0,473911645507E-01   0,00000000000    
     395    0,274520110261E-01  0,480856064852E-01   0,00000000000    
     396    0,621772470240E-01  0,476163811539E-01   0,00000000000    
     397    0,379033667009E-01  0,479316453091E-01   0,00000000000    
     398    0,918365050677E-01  0,482417126143E-01   0,00000000000    
